"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Factor Value[age]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[genotype]"	"Term Source REF"	"Term Accession Number"	"Sample Name"
"HA_5m_ppar2H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar2H"
"HA_5m_ppar3H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar3H"
"HA_5m_ppar4H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar4H"
"HA_5m_ppar5H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar5H"
"HA_7m_control1H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control1H"
"HA_7m_control2H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control2H"
"HA_7m_control3H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control3H"
"HA_7m_control4H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control4H"
"HA_7m_control5H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control5H"
"HA_7m_ppar1H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar1H"
"HA_7m_ppar2H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar2H"
"HA_7m_ppar3H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar3H"
"HA_7m_ppar4H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar4H"
"HA_7m_ppar5H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar5H"
"HA_9m_control1H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control1H"
"HA_9m_control2H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control2H"
"HA_9m_control3H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control3H"
"HA_9m_control4H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control4H"
"HA_9m_control5H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control5H"
"HA_9m_ppar1H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar1H"
"HA_9m_ppar2H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar2H"
"HA_9m_ppar3H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar3H"
"HA_9m_ppar4H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar4H"
"HA_9m_ppar5H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar5H"
"HA_11m_Control1H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_Control1H"
"HA_11m_Control2H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_Control2H"
"HA_11m_Control3H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_Control3H"
"HA_11m_Control4H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_Control4H"
"HA_11m_Control5H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_Control5H"
"HA_11m_ppar1H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar1H"
"HA_11m_ppar2H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar2H"
"HA_11m_ppar3H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar3H"
"HA_11m_ppar4H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar4H"
"HA_11m_ppar5H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar5H"
"HA_13m_control1H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control1H"
"HA_13m_control2H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control2H"
"HA_13m_control3H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control3H"
"HA_13m_control4H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control4H"
"HA_13m_control5H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control5H"
"HA_13m_ppar1H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar1H"
"HA_13m_ppar2H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar2H"
"HA_13m_ppar3H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar3H"
"HA_13m_ppar4H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar4H"
"HA_13m_ppar5H"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar5H"
"HA_3m_control1L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_3m_control1L"
"HA_3m_control2L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_3m_control2L"
"HA_3m_control3L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_3m_control3L"
"HA_3m_control4L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_3m_control4L"
"HA_3m_Control5L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_3m_Control5L"
"HA_3m_ppar1L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_3m_ppar1L"
"HA_3m_ppar2L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_3m_ppar2L"
"HA_3m_ppar3L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_3m_ppar3L"
"HA_3m_ppar4L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_3m_ppar4L"
"HA_3m_ppar5L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_3m_ppar5L"
"HA_5m_control1L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control1L"
"HA_5m_control2L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control2L"
"HA_5m_control3L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control3L"
"HA_5m_control4L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control4L"
"HA_5m_control5L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control5L"
"HA_5m_ppar1L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar1L"
"HA_5m_ppar2L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar2L"
"HA_5m_ppar3L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar3L"
"HA_5m_ppar4L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar4L"
"HA_5m_ppar5L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar5L"
"HA_7m_control1L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control1L"
"HA_7m_control2L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control2L"
"HA_7m_control3L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control3L"
