"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Survival]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Term Source REF"	"Term Accession Number"
"Pig Muscle 108"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M040510MS45"	"Died"	""	""	"Negative Control"	""	""	"S45"	""	""
"Pig Muscle 109"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M040609MB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 110"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M040609MFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Muscle 111"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M040609MFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Muscle 112"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M040609MFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Muscle 113"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M040609MPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Muscle 114"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M040609MS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 115"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M042709MB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 116"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M042709MFR2"	"Died"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Muscle 117"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M042709MFR8"	"Died"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Muscle 118"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M042709MFR20"	"Died"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Muscle 119"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M042709MS45"	"Died"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 120"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M043012MB"	"Died"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Muscle 121"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M050812MB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Muscle 122"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M050812MFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Muscle 123"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M050812MFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Muscle 124"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M050812MFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Muscle 125"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M050812MPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Muscle 126"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M050812MS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Muscle 127"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M050911MB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Muscle 128"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M050911MFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Muscle 129"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M050911MFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Muscle 130"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M050911MFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Muscle 131"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M050911MPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Muscle 132"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M050911MS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Muscle 133"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051010MB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Muscle 134"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051010MFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Muscle 135"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051010MFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Muscle 136"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051010MFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Muscle 137"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051010MPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Muscle 138"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051010MS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Muscle 139"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051109MB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Muscle 140"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051109MFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Muscle 141"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051109MFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Muscle 142"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051109MFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Muscle 143"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051109MPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Muscle 144"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051109MS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Muscle 145"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051512MB"	"Lived"	""	""	"Control"	""	""	"B"	""	""
"Pig Muscle 146"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051512MFR2"	"Lived"	""	""	"Control"	""	""	"FR2"	""	""
"Pig Muscle 147"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051512MFR8"	"Lived"	""	""	"Control"	""	""	"FR8"	""	""
"Pig Muscle 148"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051512MFR20"	"Lived"	""	""	"Control"	""	""	"FR20"	""	""
"Pig Muscle 149"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051512MPR48"	"Lived"	""	""	"Control"	""	""	"PR48"	""	""
"Pig Muscle 150"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051512MS45"	"Lived"	""	""	"Control"	""	""	"S45"	""	""
"Pig Muscle 151"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051710MB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 152"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051710MFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Muscle 153"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051710MFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Muscle 154"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051710MFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Muscle 155"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051710MPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Muscle 156"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051710MS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 157"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051809MB"	"Lived"	""	""	"Control"	""	""	"B"	""	""
"Pig Muscle 158"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051809MFR2"	"Lived"	""	""	"Control"	""	""	"FR2"	""	""
"Pig Muscle 159"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051809MFR8"	"Lived"	""	""	"Control"	""	""	"FR8"	""	""
"Pig Muscle 160"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051809MFR20"	"Lived"	""	""	"Control"	""	""	"FR20"	""	""
"Pig Muscle 161"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051809MPR48"	"Lived"	""	""	"Control"	""	""	"PR48"	""	""
"Pig Muscle 162"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M051809MS45"	"Lived"	""	""	"Control"	""	""	"S45"	""	""
"Pig Muscle 163"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M052112MB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Muscle 164"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M052112MFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Muscle 165"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M052112MFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Muscle 166"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M052112MPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Muscle 167"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M052112MS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Muscle 168"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M052212MB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 169"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M052212MS45"	"Died"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 170"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M052912MB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 171"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M052912MFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Muscle 172"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M052912MFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Muscle 173"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M052912MFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Muscle 174"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M052912MPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Muscle 175"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M052912MS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 176"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M060512MB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Muscle 177"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M060512MFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Muscle 178"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M060512MFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Muscle 179"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M060512MFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Muscle 180"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M060512MPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Muscle 181"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M060512MS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Muscle 182"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M061212MB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 183"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M061212MFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Muscle 184"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M061212MFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Muscle 185"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M061212MFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Muscle 186"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M061212MPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Muscle 187"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M061212MS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 188"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M061410MB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 189"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M061410MFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Muscle 190"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M061410MFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Muscle 191"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M061410MFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Muscle 192"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M061410MPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Muscle 193"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M061410MS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 194"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062011MB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Muscle 195"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062011MFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Muscle 196"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062011MFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Muscle 197"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062011MFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Muscle 198"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062011MPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Muscle 199"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062011MS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Muscle 200"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062110MB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Muscle 201"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062110MFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Muscle 202"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062110MFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Muscle 203"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062110MFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Muscle 204"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062110MPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Muscle 205"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062110MS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Muscle 206"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062209MB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Muscle 207"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062209MFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Muscle 208"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062209MFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Muscle 209"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062209MFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Muscle 210"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062209MPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Muscle 211"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062209MS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Muscle 212"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062711MB"	"Died"	""	""	"Fasted"	""	""	"B"	""	""
